Produktnummer;Lieferantenproduktnummer;Produktname;Lieferantennummer;Standardlieferant;EK (netto);Mindestabnahme;Abnahmeintervall
SW12546;612 191 407 B;Halter für Bremskraftregler, Hinterachse, Golf 2 &Co, OE Ref. 191612407B;70018;yes;13.20;2;1
102274;170.TOP.10;Sitzpolster Wange rechts für Sportsitz Golf 1 und Cabrio GTI bis 07/1984 OE Ref. 841881378A;70018;yes;36.02;1;1
SW10522;881 357 375 A;Sitzpolster mit Seitenwange, Sportsitz Golf 2 GTI, ab 08/89, OE Ref. 357881375A;70018;no;48.50;10;1
101545;963.411.259;Verschlussstopfen, Stopfen, 20 mm, Golf &Co, T3, OE Ref. 411963259;70018;no;1.40;50;1
SW10400;20296;WEBER-Vergaser Austauschkit, Golf 1 &Co mit 1,5L Hubraum und Solex PICT Vergaser;70018;no;262.50;;1
102525;877.321.209 A wechsel zu vewib wenn lieferbar;Dichtung für Stahl-Schiebedach Golf &Co, Passat 32b, OE Ref. 321877209A;70018;no;40.96;10;1
100288;845.171.121 A;Dichtung für Frontscheibe, mit Nut für Keder, VW Golf 1 & Co, OE Ref. 171845121A;70018;no;22.00;;1
102799;121.025.062.C;Kühlwasserschlauch, Kühler Rücklauf zu Entlüfterventil,  T3 1,9L bis Bj.1985, OE Ref. 025121062C;70018;yes;9.00;1;1
103396;806.171.023;Stoßstange hinten, Metall, Schwarz, Golf 1, OE Ref. 171807311D;70018;no;90.00;;1
SW10248;952.022.70000;Spoiler / Frontlippe, Golf 1 &Co, OE Ref. 171805903;70018;no;10.00;;1
101160;511171413;Gummi für Stabilisator hinten/ mitte Golf 1 &Co OE Ref. 171511413;70018;no;2.86;;1
102856;129 071 755 A;T-Stück für Unterdrucksystem am Saugstutzen T3 MKB CU OE Ref. 071129755A;70018;no;6.00;;1
102345;581.050.VR;GTI Verbreiterung für Kotflügel, vorne rechts, Golf 1 & Co GTI OE Ref. 171853718B;70018;no;16.83;;1
103178;9521842;Längsträger, Achsaufnahme, hinten rechts, Golf 2 &Co;70018;no;13.46;;1
SW10935;422 251 887 B;Saugschlauch für Servolenkung, T3 Diesel und Benziner, OE Ref. 251422887;70018;yes;5.75;5;1
SW10258;971.191.916A;Kabeldurchführung, A-Säule zu Tür, Golf 2 &Co, OE Ref. 191971916A;70018;yes;7.70;50;1
103049;721.431.559;Buchse, Aufnahme Gaszug am Gaspedal, OE Ref. 431721559;70018;no;2.50;;1
SW11658;070 255 737 Si;"Aufkleber Set Türen ""Club Joker"" in Silber T3 Westfalia OE Ref. 255070737";70018;yes;10.10;2;1
102652;9520810;Längsträger für Bodenblech, Vorne rechts oder links, Golf 1 &Co OE Ref. 171803209A;70018;no;50.00;;1
102637;620.252;Innenradlauf mit Aufnahme für Tankeinfüllstutzen, Golf 1 &Co, OE Ref. 155803436E;70018;no;48.02;;1
SW12397;853.165.675;Abdeckung,  Aufnahme für Emblem, Golf  &Co, OE Ref. 165853675;70018;yes;16.00;;1
102998;853.191.941;Halteleiste für Schwellerverbreiterung, Golf 2 &Co., ab Bj. 08/87, OE Ref. 191853941;70018;yes;35.43;;1
102569;121.026.133 C;Kühlwasserflansch Alu, 3 Anschlüsse für Temperaturgeber, Golf & Co, OE Ref.  026121133 C;70018;no;11.48;;1
101553;857.191.51701C;Faltenbalg, für verstellbaren Außenspiegel, schwarz, Golf &Co, Passat, OE Ref. 191857517;70018;no;1.60;100;1
SW11324;885.191.683 A;Knopf zur Entriegelung der Rücksitzbank, Golf 2, OE Ref. 191885683A;70018;yes;5.72;25;1
103799;9521002;Reparaturblech für Unterholm bzw. Seitenschweller, rechts, 2-Türer, Golf 2, OE Ref. 191809848;70018;no;25.00;;1
103335;857.251.551.A;Satz Sonnenblenden in Schwarz-Weiß, T3 OE Ref. 251857551 / 251857552;70018;yes;49.11;1;1
100604;845.191.121;Dichtung für Windschutzscheibe ohne Nut für Keder Golf 2 &Co OE Ref. 191845121;70018;no;16.34;;1
101504;407.251.691.A;Nabendeckel mit Loch für Tachowelle T 3 OE Ref. 251407691A;70018;no;7.50;;1
SW11108;117 067 123 B / umstellen Cohpro wenn lieferbar;Vor- und Rücklaufleitung für Ölkühler Golf 1 &Co OE Ref. 067117123B u. 067117125B;70018;yes;63.60;;1
SW12458;905.155.00 preis pro stück, anzeige webshop falsch2.W;Streuscheibe für Blinker, Weiss, Golf 1 Cabrio ab Bj. 08/87 mit breiter Stoßstange;70018;yes;38.20;;1
101334;419.171.539;Stützring Lenkrohr unten für mechanische Lenkung Golf 1 &Co OE Ref. 171419539;70018;yes;2.20;50;1
100352;412.171.341 A auf VH wechseln wenn Lieferba;Federteller Vorderachse oben für Golf 1 &Co ab Bj. 79 OE Ref. 171412341A;70018;no;8.80;30;1
SW11633;837.171.081 B;Türschloss, Betätigungsstange links oder rechts, Golf 1 & Co, OE Ref. 171837081B;70018;yes;11.11;;1
100473;881 113 633;Hebel für die Rückenlehne von Fahrer-und Beifahrersitz, bis Bj. 07/1983, OE Ref. 113881633E;70018;yes;4.37;;1
101066;201.155.129 C;Tankrohr, Einfüllstutzen, Golf 1 Cabrio ab Bj. 08/83 mit 55L Tank, OE Ref. 155201129C;70018;no;56.55;10;1
SW11236;201.171.769 B;Dämmung für Benzinpumpe, K-Jetronic Einspritzer, Golf 1 &Co OE Ref. 171201769B;70018;yes;26.20;5;1
101161;511.171.437;Gummilager, hinten/außen, Stabilisator 20,5 mm, Golf 1 & Co OE Ref. 171511437;70018;no;3.50;;1
102278;881.191.034RE;Sitzpolster Wange, Links, für Recarositz, Golf 1 Cabrio, Golf 2, OE Ref. 191881034RE;70018;yes;37.69;5;1
100715;845.171.321;Dichtung Seitenscheibe, links, ohne Nut für Keder, 2-Türer, Golf 1 und Jetta 1, OE Ref. 171845321;70018;no;11.22;;1
SW12230;853 155 369 A;Einstiegsleisten mit Karmann Logo, Golf 1 Cabrio, OE Ref. 155853369A;70018;yes;97.56;2;1
SW10256;827.155.713 A;Stopfen für Heckklappe, Golf 1 Cabrio, OE Ref. 155827713A;70018;yes;1.00;;1
SW12589;853.171.669;"Verkleidung,Blende, Lüftung,Armaturenbrett ""Set-6 teilig"" Golf 1 &Co, OE Ref. 171853669";70018;yes;21.00;2;1
SW12302;333.171.666 C;Haubenstange, chrome, Aufsteller für Motorhaube, Golf 1 &Co, OE Ref. 171823363;70018;yes;34.30;;1
101781;711.171.195 C-wechsel VH wenn Lieferbar;Schutzhülle für Schalthebel am Unterboden, Golf 1 &Co, OE Ref. 171711195C;70018;yes;20.97;;1
103281;9530591;Reparaturblech Radlauf hinten links Scirocco 1;70018;no;34.00;;1
100928;845.191.321 herstellerwechsel im Artikel anpassen A;Dichtung für Seitenscheibe Links  mit Nut für Keder Golf 2 OE Ref. 191845321A;70018;no;26.19;;1
102466;853 191 691 GX2;"Folienschriftzug ""Special"" hinten, Links + Rechts, Golf 2 OE Ref.191853431H";70018;yes;11.31;2;1
102631;945 111 525 2;Steckergehäuse für 2-poligen Bremslichtschalter Golf 1 &Co T3 OE Ref. 111945525;70018;yes;2.20;;1
101294;VWH.5501;Satz Abdeckung Türbrüstung oben, 2-Türer, schwarz, Golf 1, OE Ref. 171867219;70018;yes;70.28;2;1
SW11486;837 111 587 B;Fensterkurbel, schwarz mit Metallkern, Golf 1 &Co & T3 Bus, OE Ref. 321837581 01C;70018;yes;4.37;4;1
103462;612.022;Reparaturblech, Unterholm, Seitenschweller, rechts, Scirocco 1;70018;no;45.00;;1
103500;837 251 502-wechsel vewib wenn lieferbar;Fensterheber, vorne, rechts T3 OE Ref. 251837502A;70018;no;16.83;;1
100286;805.171.903 B;GTI Frontspoiler, 2-teilig, breite GTI Version, Golf 1 &Co, OE Ref. 171805903B und 171805904B;70018;yes;12.50;10;1
101604;819191166;Dichtung für Laubschutzgitter. selbstklebend. Golf 2 &Co, OE Ref. 191819166;70018;no;4.00;1;1
SW11676;871.155.413 WS;Verdeckblende links und rechts, Weiß, Golf 1 Cabrio, OE Ref. 155871413A , 155871414A;70018;yes;6.00;;1
SW10625;819.171.099 A;Laubschutzgitter für Heizungsgebläse, Golf 1 &Co, OE Ref. 171819099A;70018;yes;22.50;5;1
102333;809 251 559;Außenschweller Seitenteil unten links, große Ausführung, original Qualität, T3 OE Ref. 251809559;70018;no;51.30;1;1
102268;957.321.087 A;Blinddeckel Golf 2 &Co Passat und T3 OE Ref. 321957087A;70018;yes;1.76;10;1
101228;837171241;Dichtung, innen, Türöffner, Blende, Golf 1 &Co, Golf 2, T3, OE Ref. 171837241;70018;no;3.31;;1
102970;301 091 131;Dichtung zwischen Getriebe- und Kupplungsgehäuse T3 OE Ref. 091301131;70018;no;1.99;;1
SW11663;070 255 737 G;"Aufkleber Set Türen ""Club Joker"" in gold T3 Westfalia OE Ref. 255070737";70018;yes;10.10;;1
101102;721 171 570 A;Sicherungsklammer für Gaszug, passend für Einspritzer und Diesel, OE Ref. 171721570A;70018;no;3.50;100;1
102898;809 251 243 BR;Reparaturblech Radlauf, Kniestück, Einstieg vorne links, T3, Top Qualität OE Ref. 251809243B;70018;no;75.00;5;1
103092;9521602;Reparaturblech Endspitze, Anschlussblech unten Rechts Golf 2  Bj. 84-92 OE Ref. 191809616;70018;no;20.00;;1
100729;845 251 521 B;Dichtung für Heckscheibe, T3 Pritsche und DoKa, OE Ref. 245845521;70018;no;24.50;;1
102902;955759-7;Reparaturblech Radlauf / Radhaus, hinten links, T3, OE Qualität, OE Ref. 251809155;70018;no;65.00;;1
SW11654;070 255 733 B;"Aufkleber Set Türen ""Joker"" in beige T3 Westfalia OE Ref. 255070733";70018;yes;7.85;;1
103801;9521012;Reparaturblech für Unterholm bzw. Schweller, rechts, 4-Türer, Golf 2, OE Ref. 193809848;70018;no;26.00;;1
103733;CK5504;Teppich, Bodenbelag, komplett, schwarz, zweiteilig, Golf 1 Cabrio;70018;yes;220.00;1;1
100995;95 20 52 9;Tankrohr, Einfüllstutzen, Golf 1 & Co bis Bj. 07/1983, OE.Ref. 171201129F;70018;no;60.59;;1
SW12393;857.034.605;Abdeckung für Haltegriff, Beifahrerseite, Golf 1 &Co, OE Ref. 171857605;70018;yes;2.13;2;1
103066;867.191.199_01C;Stopfen Seitenverkleidung im Kofferraum, satinschwarz, Golf 2 &Co und T4, OE Ref. 191867199  01C;70018;yes;0.34;20;1
SW11321;801 251 400;Reparaturblech Laderaum Boden T3 OE Ref. 251801400;70018;no;45.00;;1
100226;sk.001.GO1-preis beschreibung etc;Golfball Schaltknauf mit 5 Gang Schaltschema, OE Ref. 171711141E;70018;yes;18.00;;1
SW12468;419.171.791 B;"Verkleidung, schwarz, vom ""Spucknapf"" Lenkrad, Golf 1 &Co, OE Ref. 171419791B";70018;yes;62.00;;1
101552;853191913;Halter für Schwellerverkleidung, Selbstklebend, Golf 2 &Co GTI 16V, OE Ref. 191853913;70018;no;4.20;100;1
102682;881331375;Sitzpolster für Standard Sitz, Golf 2 & Co und Passat 32B, OE Ref. 331881375;70018;yes;38.20;2;1
103510;837 321 581 S;Fensterkurbel, Schwarz mit Chromring, Golf 1 &Co, T3 Bus, OE Ref. 321837581A 01C;70018;yes;9.35;;1
101729;95_20_01_7;Tank, Kraftstofftank 55L Golf 1 Cabrio und Scirocco ab Bj. 08/1983  OE Ref. 155201075B;70018;no;129.00;;1
102012;867.191.109;Führung für Türknopf Golf &Co OE Ref. 191867109;70018;yes;1.98;100;1
101761;620.032;Endspitze, hinten rechts, Golf 1 und Cabrio, OE Ref. 171809616;70018;no;17.43;;1
102903;955759-8;Reparaturblech Radlauf / Radhaus, hinten rechts, T3, OE Qualität, OE Ref. 251809156;70018;no;60.00;;1
SW11240;941 111 605 A;Gummikappe für H4 Scheinwerfer, Golf &Co, T3, OE Ref. 111941605A;70018;yes;1.90;;1
103803;9521541;Innenradlaufblech hinten links, kleine Version, Golf 2 & Co, OE Ref. 191803423;70018;no;11.22;;1
SW11037;853.171.577;Clip für Einstiegleiste, Golf 1 &Co , OE Ref. 171853577;70018;yes;0.88;50;1
101196;857.171.553;Satz Sonnenblenden in Schwarz-Weiß, rechts und links, Golf 1 &Co OE Ref. 171898551;70018;no;49.11;;1
102444;201 251 075 B;Tank für T3 Diesel und Vergaser bis Bj. 08/83 Tankinhalt 60L  OE Ref. 251201075AD;70018;no;85.37;;1
102544;419.171.518 A;Nadellager, Laufring, Lenksäule Servolenkung, Golf 1 & Co, OE Ref. 171419518A;70018;no;58.75;;1
103409;806 171 024;Halter für Metall Stoßstange vorne oder hinten Golf 1 OE Ref. 171807113;70018;no;14.00;;1
102275;170.TOP.09;Sitzpolster Wange Links für Sportsitz Golf 1 und Cabrio GTI bis 07/1984 OE Ref. 841881377A;70018;yes;33.00;2;1
SW10523;881 191 775 C;Rückenlehne Polster Sportsitz Golf 2 & Co, Cabrio ab 86, OE Ref. 191881775C;70018;yes;50.00;;1
101782;511.171.417 / Wechsel VWH wenn wieder verfügbar;Halter für Stabilisator, Hinterachse Innen, Golf 1 &Co, OE Ref. 171511417;70018;no;4.59;;1
103179;9521581;Reparaturblech für Radlauf, 4-Türer, hinten links, Golf 2, OE Ref. 193809833;70018;no;22.00;;1
100462;711.171.163 D / JP o. Internet wenn verfügbar;Schaltfinger für Umlenkwelle Golf 1 &Co mit 5 Gang Getriebe OE Ref. 171711163E;70018;no;7.32;;1
103534;806.179.002S;Zierleisten Set 2-teilig in schwarz für den Schweller beidseitig Caddy 14D;70018;yes;32.50;5;1
100994;827.321.705A;Dichtung für Heckklappe, Golf &Co, Jetta 1, Passat & Scirocco 1, OE Ref. 171827705C, 321827705A;70018;no;18.36;;1
101817;501 251 402 R;Querlenker Rechts Hinterachse T3 OE Ref. 251501402E;70018;no;240.98;;1
100721;845 253 321;Dichtung Seitenscheiben Mitte Links alle Baujahre Rechts bis Bj. 12/85 T3 ohne Nut OE Ref. 253845321;70018;no;18.96;;1
102347;581.050.HR;GTI Verbreiterung für Radlauf, hinten rechts, Golf 1 & Co, GTI, OE Ref. 171853818A;70018;no;16.83;;1
100603;845.171.121;Dichtung für Frontscheibe, ohne Nut für Keder für Golf 1 & Co, OE Ref. 171845121;70018;no;20.90;10;1
101531;121.171.034;Luftführungspappe oben, 558mm, Golf 1 &Co, ab Bj. 08/1981, OE Ref. 171121293G;70018;yes;15.29;10;1
100996;201533219;Tankschlauch, Einspritzer Golf 1 &Co, OE Ref. 533201219;70018;no;5.50;1;1
SW11659;070 255 737 S;"Aufkleber Set Türen ""Club Joker"" in schwarz T3 Westfalia OE Ref. 255070737";70018;yes;10.10;;1
103076;803.171.405;Reparaturblech, Innenschweller links, 2-Türer, Golf 1 &Co, OE Ref. 171803405;70018;no;43.00;;1
102661;620.471;Reparaturblech für Unterholm bzw. Außenschweller, links, 4-Türer, Golf 1, OE Ref. 171809847A;70018;no;27.50;;1
SW12747;881.191.633 B;Hebel für Rückenlehne, für Recaro-Sitz, Golf &Co, OE Ref. 191881633B;70018;yes;3.71;2;1
SW12398;802.010.019 W;Emblem Wolfsburg-Edition in Weiss Golf  &Co, OE Ref. 165853675-W;70018;yes;8.00;;1
SW12813;807.171.034 M;Zierstreifen für Metallstoßstangen, schwarz matt, Golf 1;70018;yes;7.95;;1
100323;853.191.679.L;GTI Emblem für Kühlergrill mit 5 Rippen ab Bj. 1988, OE Ref. 191853679L;70018;yes;13.28;2;1
101097;010.155.024W;Aufkleber für Tankloch am Einfüllstutzen, Golf 1 &Co ab Bj. 08/84  OE Ref. 155010024W;70018;yes;3.15;1;1
SW10416;919 171 803;Spannungsregler, Konstanthalter, Kombiinstrument, Golf & Co, Passat, T3, OE Ref. 171919803;70018;yes;23.87;;1
SW11644;841 247 818;Türdichtung, Kabinentür hinten rechts, T3 Doka OE Ref. 247841818;70018;no;103.00;;1
103153;9521592;Radlauf, Reparaturblech, hinten rechts, 2-Türer, Golf 2, Bj. 82-94;70018;no;22.00;;1
103694;201.861.245A;Halter für Bremsleitung 2 fach Caddy und Polo OE Ref. 861201245A;70018;no;1.60;10;1
100606;845 251 121;Dichtung für Windschutzscheibe T3 OE Ref. 251845121;70018;no;26.00;;1
103080;620.177;Frontblech untere Hälfte, Golf 1 &Co OE Ref. 171805595G;70018;yes;43.00;;1
SW12238;955 535 453;Wischwasserbehälter für Scheibenwaschanlage, Golf 2 &Co, OE Ref. 191955453C;70018;no;27.82;;1
103352;000 251 011;Außenschweller links, Seitenteil Mitte unten, Original Qualität, T3 OE Ref. 251809159A;70018;no;30.56;;1
SW12465;857.321.563;Blende, Abdeckung, Innenspiegel, Rückspiegel, Golf & Co, Passat, OE Ref. 321857563;70018;yes;2.00;2;1
101609;857.171.551;Satz Sonnenblenden in Schwarz, rechts und links, Golf 1 &Co OE Ref. 171898550;70018;yes;47.50;6;1
100362;721171647 wechseln wenn bei VH Lieferbar;Gummi Auflage für Gaspedal, passend für Golf 1 &Co, T4, OE Ref. 171721647;70018;yes;3.50;20;1
100230;N 012 06 22;Federmutter / Käfigmutter 6,3 für Kotflügelverschraubung unten hinten Golf &Co, T4, OE Ref. N0120622;70018;no;0.45;;1
103800;95210111;Reparaturblech für Unterholm bzw. Schweller, links, 4-Türer, Golf 2, OE Ref. 193809847;70018;no;25.00;;1
100129;823.191.507-wechsel JP wenn Lieferbar;Motorhaubenschloß, Oberteil, Golf &Co, ab BJ 10/82, OE Ref. 191823507;70018;no;2.40;10;1
102050;837.191.257 B;Bolzen für Türfangband, Golf &Co, Passat, OE Ref. 191837257B;70018;yes;1.25;;1
SW10792;524200;Möbelgriff, Westfalia Camping-Ausbau in braun, T3 Bus OE Ref. 255070915;70018;no;4.98;;1
102543;419.171.517;Nadellager für Lenksäule der Servolenkung, Golf 1 &Co, OE Ref. 171419517;70018;no;50.00;;1
100698;955 251 409;Wischerarm für T3 vorne OE Ref. 251955409;70018;no;14.59;;1
102269;881 251 375;Sitzpolster für Fahrer- oder Beifahrersitz T3 mit Standard Sitz OE Ref. 251881375;70018;no;44.75;;1
102279;881.191.035RE;Sitzpolster Wange, Rechts für Recarositz, Golf 1 Cabrio, Golf 2, OE Ref. 191881035RE;70018;yes;37.85;5;1
101104;837 111 239;Rahmen Türbetätigung innen, schwarz, Golf 1 & Co, T3, OE Ref. 111837239B;70018;no;2.20;;1
SW12590;959 321 513 B;Knopf für Schalter, Innenraum-Gebläse Golf & Co ,Polo, Passat, T3 OE Ref. 321959513B;70018;yes;2.81;2;1
103282;9530592;Reparaturblech Radlauf hinten rechts Scirocco 1;70018;no;27.24;;1
SW10661;070 255 736 S;"Aufkleber Set ""4WD"" in schwarz, T3 Syncro OE Ref. 251853602";70018;yes;4.49;2;1
102180;863311481;Druckknopf-Kugelteil für Verdeckblende Golf 1 Cabrio OE Ref. 311863481;70018;yes;0.62;20;1
103461;612.021;Reparaturblech, Unterholm, Schweller, links, Scirocco 1;70018;no;32.74;;1
101356;837.251.205.R;Türgriff  passend für Fahrer- und Beifahrertür  T3 OE Ref. 251837205;70018;no;9.08;;1
100366;120681;Klemmscheibe, 4 mm, zur Montage des VW Emblems im Kühlergrill, OE Ref. T00853582;70018;no;0.71;10;1
SW11679;867.171.549;Klammer für Stangen am Innenhimmel, Golf 1 &Co OE Ref. 171867549;70018;yes;1.12;;1
102619;881 251 478;Blende für Fahrersitz, innen rechts, schwarz, T3, OE Ref. 251881478 01C;70018;yes;13.24;;1
SW12317;945.255.001 S;Rücklicht-Satz, rot / schwarz, dunkel getönt, Golf 1, OE Ref. 171945099;70018;no;65.00;;1
102806;265 251 055 K;Kühlwasserschlauch Wärmetauscher, Heizung Vorlauf, T3, OE Ref. 251265055K;70018;no;21.34;;1
100843;871.151.385;Verdeckgriff mit Sicherungsriegel, Golf 1 Cabrio, OE Ref.155871384D;70018;no;62.95;20;1
101445;511.171.453-wechsel VH Oktober 25;Spannbügel passend für Stabilisatorschelle, Golf 1 &Co,  OE Ref.171511453;70018;no;2.45;;1
100395;845.171.261;Dichtung für Dreiecksscheibe feststehend Golf 1 &Co OE Ref. 171845261;70018;yes;23.54;10;1
100148;952.099.2;Kühlergrill Ecke, Links, Golf 1 &Co, OE Ref. 171853655B;70018;yes;6.27;;1
103093;9521591;Reparaturblech für Radlauf hinten links, Golf 2, 2-Türer, BJ84-92, OE Ref. 191809833;70018;no;22.00;;1
102039;945.191.191 wechsel zu VH wenn Lieferbar;Dichtung für Rücklicht rechts oder links Golf 2, OE Ref. 191945191;70018;no;3.00;14;1
SW11655;070 255 733 W;"Aufkleber Set Türen ""Joker"" in weiß T3 Westfalia OE Ref. 255070733";70018;yes;7.85;;1
102665;95 20 54 0;Aufnahme für Stoßdämpfer hinten, rechts oder links, Golf 1 &Co, OE Ref. 171809119;70018;no;26.17;;1
100990;971.191.840;Tülle für Kabeldurchführung an der Heckklappe, rechts oder links, Golf 2 & Co, OE Ref. 191971840;70018;no;3.55;;1
101019;000 251 002;Reparaturblech Einstieg bzw. Trittstufe vorn rechts T3 OE Ref. 251809512;70018;no;25.00;;1
SW12395;835.191.601 B;"Schriftzug, Emblem ""G60"" anstatt Seitenblinker, schwarz, Golf 2 &Co, OE Ref. 191853688B";70018;yes;8.98;2;1
SW11017;201.191.253 B;Gummi, bzw. Dichtung für Tankeinfüllstutzen, Golf 2 &Co, OE Ref. 191201253B;70018;yes;17.60;;1
101318;601.321.171 C;Radmittenkappe für Alufelge, Durchmesser 58mm, Golf & Co, OE Ref. 321601171C;70018;no;5.24;;1
102924;823.701.727;Dichtung für Stegblech / Wasserabweiser und Motorhaube Golf 2 &Co, T4, OE Ref. 701823737;70018;yes;13.46;1;1
SW11322;800.171.001;Heckblech, Reparaturstück mit Ausschnitt für kleine Rückleuchten, Golf1 bis BJ80, OE Ref. 171813301C;70018;no;75.00;;1
SW10254;809.171.428DX;Abschnitt A-Säule, rechts, ca.250mm hoch, Golf 1 &Co OE Ref. 171809428;70018;yes;45.17;5;1
102919;837.171.235.BR;Rahmen in Sattelbraun für die Türbetätigung innen Golf 1 &Co T3 OE Ref. 171837235 90V;70018;no;8.10;;1
SW10539;867.155.787;Klammer, Halter für Hutablage Golf 1 Cabrio OE Ref. 155867787;70018;yes;2.50;;1
103643;809155966;Clip, Spreizmutter für Radhausschale Golf 1 Cabrio, Rücklicht Caddy 14D OE Ref. 155809966;70018;no;0.51;50;1
103005;853.193.385 A;Dekorfolie ,Satz ,schwarz, Schweller rechts und links, Golf 2, 4-Türer, OE Ref. 193853386A 6DA;70018;yes;32.74;;1
103460;807.165.193 A;Halter bzw. Führung für Stoßfänger Golf 2 &Co, Passat, OE Ref. 165807193A;70018;no;1.10;10;1
100931;829 251 231;Heckklappen Schloß mit 2 Schlüsseln, T3, bis Baujahr 07/1984, OE Ref. 251829231;70018;no;25.50;;1
100993;837.171.439 G;Fensterführung, Kurbelscheibe Oben, mit Nut für Zierleiste, Golf 1 &Co, OE Ref. 171837439G;70018;no;20.20;;1
SW12456;857 133 199;Abdeckkappe, Blinddeckel , für Armaturenbrett, Golf 1 & Co bis 07/80 , OE Ref.: 133857199;70018;no;1.34;;1
103536;829.179.243B;Anschlaggummi für Heckklappe Caddy 14D OE Ref. 179829243B;70018;yes;4.15;;1
101815;511.171.433 R- wechsel heritage oktober 25;Schelle für Stabilisator, hinten, Golf 1 &Co, OE Ref. 171511433;70018;yes;6.50;20;1
SW11631;721 171 163 C;Feder, Rückhohlfeder für Brempedal Golf 1 &CO OE Ref. 171721163C;70018;yes;16.50;;1
SW11297;819.191.415 C;Verkleidung unter Windlauf, Wasserabweiser, Abdeckung Wasserkasten, Golf 2 & Co, OE Ref. 191819415C;70018;yes;17.50;20;1
101667;95 20 00 9;Kraftstofftank, 40L, Golf 1 & Co bis Bj. 07/1983 mit Vergaser, OE Ref. 171201075P;70018;no;97.23;;1
SW11680;837.171.535 A;Stange Dachhimmel, Golf 1 &Co, OE Ref. 171867535A;70018;yes;5.64;;1
100424;129 030 220 C;Pulldowndose, Golf 2 &Co, Polo, 1,3L MKB MH / 2G OE Ref. 030129220C;70018;no;6.46;;1
102445;201 251 075 C;Tank für T3 Diesel und Vergaser ab  Bj. 08/83 Tankinhalt 60L  OE Ref. 251201075AE;70018;no;100.00;;1
SW10312;803.170.335-22;Reparaturblech für Ladefläche 225x1050mm Caddy 14D;70018;no;69.32;;1
102948;957 111 855;Dichtung, Tülle für Tachowelle im Achsschenkel T3 OE Ref. 111957855B;70018;no;0.92;;1
102276;170.TOP.13;Rückenpolster Formteil außen für Sportsitz Golf 1 und Cabrio GTI bis 07/1984 OE Ref. 171881775AM;70018;yes;62.00;1;1
SW10524;881 191 775 RE;Rückenlehne Polster, Recaro Sportsitz, Formteil außen, Golf 2, OE Ref. 191881775;70018;yes;56.18;2;1
102779;857.171.552;Satz Sonnenblenden in Weiß, rechts und links, mit Spiegel, Golf 1 &Co OE Ref. 171898551;70018;yes;45.84;;1
SW12227;898 251 550 A;Satz Sonnenblenden in Schwarz, T3 OE Ref. 251898550A;70018;yes;45.00;;1
101222;819 .171.519 C;Dichtung für Stegblech / Wasserabweiser & Motorhaube, Golf 1 &Co, OE Ref.171819519C;70018;yes;12.61;;1
103181;9521522;Reparaturblech für Einfüllstutzen, Tanklochblech, Golf 2 &Co, OE Ref. 191809870A;70018;no;14.00;;1
101971;955 7D0 243;Mutter M16x1 für Wischerwelle, Golf &Co, T3, T4, OE Ref. 7D0955243;70018;no;1.74;;1
100402;201.171.119 F;Dichtung zwischen Benzineinfüllrohr und Karosserie Golf 1 &Co ab Baujahr 08/1983 OE Ref. 171201119F;70018;no;3.96;;1
101078;711.171.194G;Lagerbock für Schaltstange am Unterboden/Lenkgetriebe Golf 1 &Co ab 1,5L OE Ref. 171711194G;70018;no;11.22;;1
101760;620.031;Endspitze, hinten links, Golf 1 und Cabrio OE Ref. 171809615;70018;no;17.43;;1
100733;837.171.433 A;Fensterführung, im Steg für Kurbelscheibe, Golf 1 &Co, OE Ref. 171837433A;70018;no;6.73;;1
SW11674;885.171.169;Bolzen mit Buchse, Verriegelung der Rücksitzbank, Golf &Co, OE Ref. 171885167, 171885169;70018;yes;6.50;;1
102963;N 900 541 01;Sechskantmutter M18X1 für innenverstellbaren Außenspiegel Golf &Co N90054101;70018;yes;5.50;;1
101296;837.171.529 B;Dichtung für Ausstellfenster der Fahrertür, Golf 1 &Co, OE Ref. 171837529B;70018;no;72.44;2;1
SW11325;947.191.575 A;Anschlag für Heckklappe, Golf 2 &Co OE Ref. 191947575A;70018;yes;4.07;10;1
100713;845.251.121.A;Dichtung für Windschutzscheibe mit Nut für Keder T3 OE Ref. 255845121;70018;no;22.44;;1
SW12361;333.191.666 C;Haubenstange, chrom, Aufsteller für Motorhaube, Golf 2 &Co, OE Ref. 191823363;70018;yes;34.30;;1
SW11661;070 255 737 B;"Aufkleber Set Türen ""Club Joker"" in beige T3 Westfalia OE Ref. 255070737";70018;yes;10.10;;1
103077;803.171.406;Reparaturblech, Innenschweller rechts, 2-Türer, Golf 1 &Co, OE Ref. 171803406;70018;no;36.02;;1
102662;620.042;Reparaturblech für Unterholm bzw. Außenschweller, rechts, 4-Türer, Golf 1, OE Ref. 171809848A;70018;no;21.21;;1
SW12399;802.010.019;Emblem Wolfsburg-Edition in Schwarz, Golf  &Co, OE Ref. 165853675-S;70018;yes;12.34;;1
SW11064;000 251 283;Reparaturblech B-Säule unten links, Top Qualität T3 OE Ref. 251809253;70018;yes;17.95;2;1
SW10347;620.260;Frontblech, unteres Drittel, Golf 1 &Co OE Ref. 171805595G;70018;no;25.10;;1
102426;806.171.003;Zierleisten Set 2-teilig in schwarz für den Schweller beidseitig Golf 1;70018;yes;30.00;10;1
SW11647;070_255_733_Si;"Aufkleber Set Türen ""Joker"" in Silber T3 Westfalia OE Ref. 255070733";70018;yes;7.85;2;1
