ordernumber;propertyValueName
100887;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100890;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100893;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100894;Golf 1 Cabrio (1979-1993)
100914;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100916;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100917;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994), Polo 1 (1975-1981)
100918;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100982;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
100983;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
100985;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), Golf 2 (1983-1992)
100986;Golf 1 (1974-1983)
100990;Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100991;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
100994;Jetta 2 (1983-1992), Golf 1 (1974-1983), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 86C (1981-1994)
100996;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
100997;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101006;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), Polo 86C (1981-1994), Polo 1 (1975-1981)
101007;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
101008;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101015;Caddy (14D), Golf 1 (1974-1983), Jetta 1(1979-1984)
101020;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101038;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994), Polo 1 (1975-1981)
101039;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
101042;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
101046;Passat 1 (1973-1980), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), Polo 86C (1981-1994), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
101051;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
101053;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101065;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992)
101066;Golf 1 Cabrio (1979-1993)
101069;Golf 1 Cabrio (1979-1993)
101074;Golf 1 Cabrio (1979-1993)
101078;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101096;Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101100;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), Polo 86C (1981-1994), Polo 1 (1975-1981)
101109;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), Golf 2 (1983-1992)
101110;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101111;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101112;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101119;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
101120;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
101142;Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
101155;Golf 1 Cabrio (1979-1993)
101162;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101165;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101166;Caddy (14D), Scirocco 2 (1981-1992), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101171;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101179;Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101180;Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101181;Jetta 2 (1983-1992), Golf 2 (1983-1992)
101206;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
101222;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101223;Golf 1 Cabrio (1979-1993)
101235;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101385;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
101386;Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
101403;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101441;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Jetta 1(1979-1984)
101443;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
101444;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101445;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101449;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
101456;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101457;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101472;Golf 1 Cabrio (1979-1993)
101473;Golf 1 Cabrio (1979-1993)
101068;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101093;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992)
101102;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101115;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
101116;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101124;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101145;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101167;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101168;Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), Polo 86C (1981-1994)
101190;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101195;Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101204;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101225;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101226;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101228;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101229;Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101230;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101234;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101239;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101252;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101254;Caddy (14D), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101258;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101265;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101266;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101390;Caddy (14D), Scirocco 2 (1981-1992), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), Polo 86C (1981-1994)
101398;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101274;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994), T3 Syncro (1984-1992)
101275;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101276;Passat 1 (1973-1980), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994), Polo 1 (1975-1981), T3 Syncro (1984-1992)
101277;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101278;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
101279;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101280;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
101290;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101304;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101310;Caddy (14D), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101314;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101319;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
101331;Golf 1 Cabrio (1979-1993)
101332;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101333;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101334;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101336;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101339;Golf 1 Cabrio (1979-1993)
101340;Golf 1 Cabrio (1979-1993)
101341;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
101343;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101344;Caddy (14D), Golf 1 Cabrio (1979-1993)
101346;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
101347;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
101348;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101349;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
101352;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101358;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101363;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101368;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
101370;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101376;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
101378;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
101379;Golf 1 Cabrio (1979-1993), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
101318;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100254;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100544;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
100640;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
100912;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101063;Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993)
101353;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
101447;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), Polo 1 (1975-1981)
101451;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101463;Caddy (14D), Scirocco 2 (1981-1992), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
101465;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
101477;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101478;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101479;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101480;Jetta 2 (1983-1992), Golf 2 (1983-1992)
101483;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
101315;Golf 1 Cabrio (1979-1993)
101484;Golf 1 Cabrio (1979-1993)
101523;Golf 1 Cabrio (1979-1993)
101491;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
