Title;URL handle;Description;Vendor;Product category;Type;Tags;Published on online store;Status;SKU;Barcode;Option1 name;Option1 value;Option2 name;Option2 value;Option3 name;Option3 value;Price;Compare-at price;Cost per item;Charge tax;Tax code;Unit price total measure;Unit price total measure unit;Unit price base measure;Unit price base measure unit;Inventory tracker;Inventory quantity;Continue selling when out of stock;Weight value (grams);Weight unit for display;Requires shipping;Fulfillment service;Product image URL;Image position;Image alt text;Variant image URL;Gift card;SEO title;SEO description;Google Shopping / Google product category;Google Shopping / Gender;Google Shopping / Age group;Google Shopping / MPN;Google Shopping / AdWords Grouping;Google Shopping / AdWords labels;Google Shopping / Condition;Google Shopping / Custom product;Google Shopping / Custom label 0;Google Shopping / Custom label 1;Google Shopping / Custom label 2;Google Shopping / Custom label 3;Google Shopping / Custom label 4;HS Code
Türdichtung für 2-Türer vorne rechts bzw. links, Golf 1 Jetta 1, OE Ref. 171837911H;t-rdichtung-f-r-2-t-rer-vorne-rechts-bzw-links-golf-1-jetta-1-oe-ref-171837911h;;vewib;;;;TRUE;active;100838;;;;;;;;30.95;0.0;13.9;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/8d/9a/11/100838_01_171837911HR_1LqBN0WQQ2eGtq.jpg;1;;;FALSE;Türdichtung für 2-Türer vorne rechts bzw. links, Golf 1 Jetta 1, OE...;;;;;171837911HR;;;new;FALSE;;;;;;87089997
Verdeckgriff mit Sicherungsriegel, Golf 1 Cabrio, OE Ref.155871384D;verdeckgriff-mit-sicherungsriegel-golf-1-cabrio-oe-ref-155871384d;Verdeckgriff mit Sicherungsriegel. Passend für Golf 1 Cabrio.;Repro;;;;TRUE;active;100843;5710412117948;;;;;;;108.49;0.0;60.0;TRUE;;;;;;shopify;4;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/90/bb/b6/100843_01_155871384D_1vfYDQIVlNo1oc.jpg;1;;;FALSE;Verdeckgriff mit Sicherungsriegel, Golf 1 Cabrio, OE Ref.155871384D;Angeboten wird ein neuer Verdeckgriff mit Sicherungsriegel. Passend für Golf 1 Cabrio.;;;;7130;;;new;FALSE;;;;;;87089997
Lagerschale für Passschraube Schaltbetätigung Golf 2 &Co OE Ref. 191711590A;lagerschale-f-r-passschraube-schaltbet-tigung-golf-2-co-oe-ref-191711590a;;JP Classic Line;;;;TRUE;active;100844;5710412124236;;;;;;;1.69;0.0;0.13;TRUE;;;;;;shopify;40;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/af/11/22/100844_01_191711590A_1T10IPrtXQPn50.jpg;1;;;FALSE;Lagerschale für Passschraube Schaltbetätigung Golf 2 &Co OE Ref. 19...;;;;;1131500800;;;new;FALSE;;;;;;39269097
O-Ring Dichtung für Tankgeber Golf 1 &Co und T3 OE ref.113919131A;o-ring-dichtung-f-r-tankgeber-golf-1-co-und-t3-oe-ref-113919131a;O-Ring (Dichtung) für den Tankgeber. Passend für Golf 1 &Co und T3.;JP Classic Line;;;;TRUE;active;100858;5714267973575;;;;;;;4.79;0.0;1.6;TRUE;;;;;;shopify;13;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/5f/8b/22/100858_01_113919131A_1NA5aZC90V5aYx.jpg;1;;;FALSE;O-Ring Dichtung für Tankgeber Golf 1 &Co und T3 OE ref.113919131A;Angeboten wird ein neuer O-Ring bzw. Dichtung für den Tankgeber. Passend für Golf 1 &Co und T3. Neuware in Top Zustand.;;;;8115850200;;;new;FALSE;;;;;;40169957
Unterlage, Distanzscheibe für Fensterkurbel in Schwarz Golf 1 &Co und T3 OE Ref. 111837595;unterlage-distanzscheibe-f-r-fensterkurbel-in-schwarz-golf-1-co-und-t3-oe-ref-111837595;;vewib;;;;TRUE;active;100873;;;;;;;;2.39;0.0;0.59;TRUE;;;;;;shopify;100;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/6d/8a/57/100873_01_111837595_1e4zA4appN2glw.jpg;1;;;FALSE;Unterlage, Distanzscheibe für Fensterkurbel in Schwarz Golf 1 &Co u...;;;;;111837595A;;;new;FALSE;;;;;;87089997
Kunststoff Clip für Prallgummi Golf 1 &Co und T3 OE Ref. 171807249A;kunststoff-clip-f-r-prallgummi-golf-1-co-und-t3-oe-ref-171807249a;;vewib;;;;TRUE;active;100876;;;;;;;;0.69;0.0;0.14;TRUE;;;;;;shopify;17;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/b4/27/12/100876_01_171807249A_1xe3S0whKaLSVk.jpg;1;;;FALSE;Kunststoff Clip für Prallgummi Golf 1 &Co und T3 OE Ref. 171807249A;;;;;171807249A;;;new;FALSE;;;;;;87089997
Manschette für Schaltstange am Unterboden T3 ab Bj. 08/85 OE Ref. 251711167F;manschette-f-r-schaltstange-am-unterboden-t3-ab-bj-08-85-oe-ref-251711167f;Manschette für die Schaltstange am Unterboden. Pro Fahrzeug werden zwei Stück benötigt. Passend für T3 ab Bj. 07/1985.;Repro;;;;TRUE;active;100878;5710412238650;;;;;;;10.49;0.0;3.52;TRUE;;;;;;shopify;15;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/a0/2d/f9/100878_01_251711167Fvm3EMtT7zqFre.jpg;1;;;FALSE;Manschette für Schaltstange am Unterboden T3 ab Bj. 08/85 OE Ref. 2...;Angeboten wird eine neue Manschette für die Schaltstange am Unterboden. Pro Fahrzeug werden zwei Stück benötigt. Passend für T3 ab Bj. 07/1985. Neuware in Top Zustand.;;;;251711167F;;;new;FALSE;;;;;;87089997
Manschette für Schaltfinger am Getriebe, T3 ab Bj. 07/83, OE Ref. 251711167E;manschette-f-r-schaltfinger-am-getriebe-t3-ab-bj-07-83-oe-ref-251711167e;Manschette für den Schaltfinger am Getriebe. Passend für T3 ab Bj. 07/1983.;vewib;;;;TRUE;active;100879;;;;;;;;5.89;0.0;2.58;TRUE;;;;;;shopify;13;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/69/2c/b2/100879_01_251711167E_1tcXD3eYi3ezcr.jpg;1;;;FALSE;Manschette für Schaltfinger am Getriebe, T3 ab Bj. 07/83, OE Ref. 2...;Schaltfinger, Schaltung, Manschette, Schutzhülle, Faltenbalg;;;;251711167E;;;new;FALSE;;;;;;87089997
Reparatursatz für Schaltgestänge hinten am Getriebe, T3 ab Bj. 08/1985;reparatursatz-f-r-schaltgest-nge-hinten-am-getriebe-t3-ab-bj-08-1985;Kompletter Reparatursatz für die hintere Umlenkung. Du brauchst lediglich noch Schmierfett;OldtimerWerk;;;;TRUE;active;100880;;;;;;;;59.95;64.47;18.5;TRUE;;;;;;shopify;-1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/9c/a0/92/100880_251711221F_251711167F_251711167E_020301261A.jpg|https://www.oldtimer-werk.de/media/image/17/32/fc/Unbenakjnnt-1.jpg;1;;;FALSE;Reparatursatz für Schaltgestänge hinten am Getriebe, T3 ab Bj. 08/1985;Kompletter Reparatursatz für die hintere Umlenkung. Du brauchst lediglich noch Schmierfett;;;;P105227;;;new;FALSE;;;;;;87089997
Spannstift 6X32 für Führung Schaltfinger Schaltgestänge T3 OE Ref. N 0233311;spannstift-6x32-f-r-f-hrung-schaltfinger-schaltgest-nge-t3-oe-ref-n-0233311;Spannstift 6X34 für die Führung des Schaltfingers vom Schaltgestänge hinten. Passend für T3.;Normteile nach DIN;;;;TRUE;active;100881;4043952509340;;;;;;;1.09;0.0;0.07;TRUE;;;;;;shopify;8;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/8b/48/8d/100881_01_1VHxp4S388EdoX.jpg;1;;;FALSE;Spannstift 6X32 für Führung Schaltfinger Schaltgestänge T3 OE Ref. ...;Angeboten wird ein neuer Spannstift 6X34 für die Führung des Schaltfingers vom Schaltgestänge hinten. Passend für T3. Neuware in Top Zustand.;;;;2198 6 32;;;new;FALSE;;;;;;87089997
Zündkerze, Bosch WR7DC, OE Ref. 191905450A;z-ndkerze-bosch-wr7dc-oe-ref-191905450a;Zündkerze WR7DC von Bosch. Die Standard-Kerze für fast alle VW Motoren. Die Kontakthülse zum Kerzenstecker hin lässt sich bei Bedarf abschrauben.;Bosch;;;;TRUE;active;100886;3165143134085;;;;;;;4.39;0.0;1.35;TRUE;;;;;;shopify;24;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/52/fe/6e/100886_01_0242235663_1rv3vcIU5FOjuN.jpg;1;;;FALSE;Zündkerze, Bosch WR7DC, OE Ref. 191905450A;Angeboten wird eine neue Bosch Zündkerze. Neuware in Top Zustand.;;;;0 242 235 663;;;new;FALSE;;;;;;87089997
Zünd- Verteilerkappe ab 1,6L und Bj. 08/1985 T3 und Golf OE Ref. 027905207A;z-nd-verteilerkappe-ab-1-6l-und-bj-08-1985-t3-und-golf-oe-ref-027905207a;Verteilerkappe für T3 und Golf ab 1,6L Hubraum und Baujahr 08/1985. Mit Mittelpin.;VEMO;;;;TRUE;active;100887;4014427011347;;;;;;;9.49;0.0;4.2;TRUE;;;;;;shopify;6;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/ef/91/71/027905207A-048DU4SPpyHvOlI.webp|https://www.oldtimer-werk.de/media/image/1b/fb/cc/027905207A-03O4PfXZBaTPY35.webp|https://www.oldtimer-werk.de/media/image/82/9b/38/027905207A-02j9mzzDMnZIfPH.png|https://www.oldtimer-werk.de/media/image/ac/f6/97/027905207A-01okAejetDnnTad.png;1;;;FALSE;Zünd- Verteilerkappe ab 1,6L und Bj. 08/1985 T3 und Golf OE Ref. 02...;Angeboten wird eine neue Verteilerkappe. Passend für T3 und Golf ab 1,6L Hubraum und Baujahr 08/1985.;;;;4046001297250;;;new;FALSE;;;;;;87089997
Kühlwasserschlauch zw. Ausgleichsbehälter und Kühler, inkl. Montagematerial, OE Ref. 443121107A;k-hlwasserschlauch-zw-ausgleichsbeh-lter-und-k-hler-inkl-montagematerial-oe-ref-443121107a;Kühlwasserschlauch zw. Ausgleichsbehälter und Kühler, inkl. Montagematerial, das Set besteht aus folgenden Einzelteilen: Kühlwasserschlauch zw. Ausgleichsbehälter und Kühler OE Ref. 443121107A 2 x 1-Ohr-Schelle-Klemme, Klemmschelle, Spannbereich 12-15mm;OldtimerWerk;;;;TRUE;active;100890;;;;;;;;7.99;8.77;2.5;TRUE;;;;;;shopify;18;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/d0/f9/d2/100890_01_19rkqAwO2rEmyz.jpg;1;;;FALSE;Kühlwasserschlauch zw. Ausgleichsbehälter und Kühler, inkl. Montage...;Kühlwasserschlauch zw. Ausgleichsbehälter und Kühler, inkl. Montagematerial, das Set besteht aus folgenden Einzelteilen: Kühlwasserschlauch zw. Ausgleichsbehälter und Kühler OE Ref. 443121107A 2 x 1-Ohr-Schelle-Klemme, Klemmschelle, Spannbereich 12-15mm;;;;P105140;;;new;FALSE;;;;;;87089997
Abdeckkappe für Scheibenwischer Welle Golf 1 &Co und T3 OE Ref. 171955275;abdeckkappe-f-r-scheibenwischer-welle-golf-1-co-und-t3-oe-ref-171955275;;JP Classic Line;;;;TRUE;active;100893;5710412431754;;;;;;;2.89;0.0;0.55;TRUE;;;;;;shopify;21;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/4d/2a/fa/100893_01_171955275I6caf3ZauzN0K.jpg;1;;;FALSE;Abdeckkappe für Scheibenwischer Welle Golf 1 &Co und T3 OE Ref. 171...;;;;;171955275;;;new;FALSE;;;;;;87089997
Auspuffgummi, Endschalldämpfer Golf 1 Cabrio & Scirocco ab Bj. 84, OE Ref. 1H0253147B;auspuffgummi-endschalld-mpfer-golf-1-cabrio-scirocco-ab-bj-84-oe-ref-1h0253147b;Auspuffgummi, verstärkte Ausführung aus EPDM (Ethylen-Propylen-Dien-Kautschuk),für den Endschalldämpfer beim Golf 1 Cabrio und Scirocco ab Bj. 08/1984.;HJS Emission Technology GmbH & Co. KG;;;;TRUE;active;100894;4027816234883;;;;;;;4.29;0.0;2.0;TRUE;;;;;;shopify;10;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/34/00/45/1H0253147B.png;1;;;FALSE;Auspuffgummi, Endschalldämpfer Golf 1 Cabrio & Scirocco ab Bj. 84, ...;Auspuffgummi, verstärkte Ausführung aus EPDM (Ethylen-Propylen-Dien-Kautschuk),für den Endschalldämpfer beim Golf 1 Cabrio mit 2H-Motor.;;;;4012588010827;;;new;FALSE;;;;;;87089997
Leuchtmittel 12V 21 Watt, P21W OE Ref. N0177322;leuchtmittel-12v-21-watt-p21w-oe-ref-n0177322;Passend für für Bremslicht und Blinker.;HELLA;;;;TRUE;active;100914;4082300609165;;;;;;;1.59;0.0;0.3;TRUE;;;;;;shopify;23;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/ed/81/5e/100914WtYwEU9cC1xzc.jpg;1;;;FALSE;Leuchtmittel 12V 21 Watt, P21W OE Ref. N0177322;Passend für für Bremslicht und Blinker.;;;;4082300191493;;;new;FALSE;;;;;;87089997
Leuchtmittel 12V 10W SV 8,5-8 für Innenraumleuchte;leuchtmittel-12v-10w-sv-8-5-8-f-r-innenraumleuchte;;Bosch;;;;TRUE;active;100916;3165141238730;;;;;;;1.89;0.0;0.35;TRUE;;;;;;shopify;20;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/0f/66/2e/100916_01aLsM8S4GHbA8x.jpg;1;;;FALSE;Leuchtmittel 12V 10W SV 8,5-8 für Innenraumleuchte;;;;;1 987 302 210;;;new;FALSE;;;;;;87089997
Leuchtmittel 12V 4W für Kennzeichenleuchte;leuchtmittel-12v-4w-f-r-kennzeichenleuchte;;Bosch;;;;TRUE;active;100917;3165141238709;;;;;;;1.29;0.0;0.15;TRUE;;;;;;shopify;285;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/ba/b3/b2/100917_01_1nLxq0VhIYPMRF.jpg;1;;;FALSE;Leuchtmittel 12V 4W für Kennzeichenleuchte;;;;;1 987 302 207;;;new;FALSE;;;;;;87089997
Leuchtmittel 12V 5W für Standlicht bzw. Parklicht, OE Ref. N0177185;leuchtmittel-12v-5w-f-r-standlicht-bzw-parklicht-oe-ref-n0177185;Passend für das Standlicht bzw. Parklicht.;Herth + Buss Elparts;;;;TRUE;active;100918;4026736078188;;;;;;;5.29;0.0;2.6;TRUE;;;;;;shopify;6;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/c1/08/96/129-8971.jpg;1;;;FALSE;Leuchtmittel 12V 5W für Standlicht bzw. Parklicht, OE Ref. N0177185;Passend für das Standlicht bzw. Parklicht.;;;;89901135;;;new;FALSE;;;;;;87089997
Dichtung Doppeltülle zur Durchführung der Kühlwasserschläuche Golf 1 & Co OE Ref. 861819699A;dichtung-doppelt-lle-zur-durchf-hrung-der-k-hlwasserschl-uche-golf-1-co-oe-ref-861819699a;Dichtung bzw. Doppeltülle zur Durchführung der Kühlwasserschläuche an die Heizung. Innendurchmesser verjüngt sich von 25mm auf 23mm;Repro;;;;TRUE;active;100982;;;;;;;;5.39;0.0;2.25;TRUE;;;;;;shopify;18;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/12/fb/3f/100982_01_861819699AISoiQTcaBJURI.jpg;1;;;FALSE;Dichtung Doppeltülle zur Durchführung der Kühlwasserschläuche Golf ...;Dichtung bzw. Doppeltülle zur Durchführung der Kühlwasserschläuche an die Heizung;;;;40-861819699A;;;new;FALSE;;;;;;87089997
Entlüfterschraube inkl. Entlüfterkappe M10X1 SW 11mm OE Ref. 357615273;entl-fterschraube-inkl-entl-fterkappe-m10x1-sw-11mm-oe-ref-357615273;;ATE Classic;;;;TRUE;active;100983;4006633056564;;;;;;;4.09;0.0;1.7;TRUE;;;;;;shopify;10;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/6a/4c/31/Unbenanefnt-2.jpg|https://www.oldtimer-werk.de/media/image/4e/d4/3e/_34A9722.jpg|https://www.oldtimer-werk.de/media/image/40/a1/0f/Unbenannt-sc1.jpg|https://www.oldtimer-werk.de/media/image/41/18/7d/Unbenacdsnnt-1.jpg;1;;;FALSE;Entlüfterschraube inkl. Entlüfterkappe M10X1 SW 11mm OE Ref. 357615273;;;;;03,3518-1900,2;;;new;FALSE;;;;;;87089997
Verschlussdeckel für Ausrücklager seitlich am Getriebe, Golf 1 und 2, OE Ref. 020141073A;verschlussdeckel-f-r-ausr-cklager-seitlich-am-getriebe-golf-1-und-2-oe-ref-020141073a;;Topran;;;;TRUE;active;100985;4063926036467;;;;;;;5.49;0.0;0.59;TRUE;;;;;;shopify;8;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/a8/6b/38/100985_01_020141073A_1esVrHQNeQ5SC0.jpg;1;;;FALSE;Verschlussdeckel für Ausrücklager seitlich am Getriebe, Golf 1 und ...;;;;;5710412047092;;;new;FALSE;;;;;;87089997
Tüllen, Kabeldurchführung an Heckklappe, 2 Stück, rechts und links, Golf 1 &Co OE Ref. 171971840A;t-llen-kabeldurchf-hrung-an-heckklappe-2-st-ck-rechts-und-links-golf-1-co-oe-ref-171971840a;;WERK34;;;;TRUE;active;100986;;;;;;;;9.95;0.0;5.89;TRUE;;;;;;shopify;4;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/e7/ba/23/100986_01_171971840ALwY24doj6SruJ.jpg;1;;;FALSE;Tüllen, Kabeldurchführung an Heckklappe, 2 Stück, rechts und links,...;;;;;971,171,840 A;;;new;FALSE;;;;;;87089997
Tülle für Kabeldurchführung an der Heckklappe, rechts oder links, Golf 2 & Co, OE Ref. 191971840;t-lle-f-r-kabeldurchf-hrung-an-der-heckklappe-rechts-oder-links-golf-2-co-oe-ref-191971840;;SSP;;;;TRUE;active;100990;;;;;;;;6.95;0.0;1.88;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/35/ec/ba/100990_01_191971840tB5zG57rEyaab.jpg;1;;;FALSE;Tülle für Kabeldurchführung an der Heckklappe, rechts oder links, G...;;;;;191-971-840;;;new;FALSE;;;;;;87089997
Dichtung für Tachowellenantrieb am Getriebe, 1,5L- 1,8L Hubraum, OE Ref. 171957861B;dichtung-f-r-tachowellenantrieb-am-getriebe-1-5l-1-8l-hubraum-oe-ref-171957861b;;Volkswagen Classic Parts;;;;TRUE;active;100991;5714267813901;;;;;;;3.09;0.0;1.49;TRUE;;;;;;shopify;13;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/33/df/00/100991_01_171957861BlN4khbgsAFaU2.jpg;1;;;FALSE;Dichtung für Tachowellenantrieb am Getriebe, 1,5L- 1,8L Hubraum, OE...;;;;;40-171957861B;;;new;FALSE;;;;;;87089997
Dichtung für Heckklappe, Golf &Co, Jetta 1, Passat & Scirocco 1, OE Ref. 171827705C, 321827705A;dichtung-f-r-heckklappe-golf-co-jetta-1-passat-scirocco-1-oe-ref-171827705c-321827705a;Länge ca. 4540 mm, somit auch für Scirocco und Passat geeignet;SSP;;;;TRUE;active;100994;;;;;;;;48.95;0.0;14.84;TRUE;;;;;;shopify;7;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/0a/99/07/100994_01_171827705CE340o6DLmFWg5.jpg;1;;;FALSE;Dichtung für Heckklappe, Golf &Co, Jetta 1, Passat & Scirocco 1, OE...;Länge ca. 4540 mm, somit auch für Scirocco und Passat geeignet;;;;321-827-705/A;;;new;FALSE;;;;;;87089997
Tankschlauch, Einspritzer Golf 1 &Co, OE Ref. 533201219;tankschlauch-einspritzer-golf-1-co-oe-ref-533201219;Verbindungsschlauch vom Einfüllstutzen zum Tank für Einspritz-Modelle mit 55 Liter Tankinhalt. Länge ca.260 mm, Innendurchmesser 40 mm Beim Caddy 14D kann der Schlauch auch verwendet werden, muss dann aber gekürzt werden.;SSP;;;;TRUE;active;100996;;;;;;;;26.95;0.0;6.3;TRUE;;;;;;shopify;8;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/1c/25/35/100996_01_533201219EhfrkRqox61q3.jpg;1;;;FALSE;Tankschlauch, Einspritzer Golf 1 &Co, OE Ref. 533201219;Tankschlauch, Verbindungsschlauch, Einfüllstutzen;;;;533-201-219;;;new;FALSE;;;;;;87089997
Benzinschlauch, Kraftstoffpumpe zu Druckspeicher, K-Jetronic, Golf 1 &Co OE Ref. 171201220D;benzinschlauch-kraftstoffpumpe-zu-druckspeicher-k-jetronic-golf-1-co-oe-ref-171201220d;;Repro;;;;TRUE;active;100997;;;;;;;;137.49;0.0;69.2;TRUE;;;;;;shopify;3;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/be/27/2c/100997_01_171201220DhnzhzGmqxoM6T.jpg;1;;;FALSE;Benzinschlauch, Kraftstoffpumpe zu Druckspeicher, K-Jetronic, Golf ...;;;;;171201220D;;;new;FALSE;;;;;;87089997
Antenne mit Chrome - Teleskopstab, für Golf 1 &Co;antenne-mit-chrome-teleskopstab-f-r-golf-1-co;Antenne mit Chromsockel. Passend für Golf 1 &Co, Passat und Polo. Sockeldichtung Durchmesser ca. 33mm;BERU;;;;TRUE;active;101006;4014427012610;;;;;;;19.79;0.0;9.7;TRUE;;;;;;shopify;5;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/d1/6e/34/Antenne_A200.png;1;;;FALSE;Antenne mit Chrome - Teleskopstab, für Golf 1 &Co;Angeboten wird eine neue Antenne mit Chromsockel. Passend für Golf 1 &Co, Passat und Polo.;;;;975 5623;;;new;FALSE;;;;;;87089997
Antenne, mit schwarzem Sockel, Golf 2 &Co, OE Ref. 191035503;antenne-mit-schwarzem-sockel-golf-2-co-oe-ref-191035503;Antenne mit schwarzem Sockel, passend für Golf 2 &Co. Durchmesser Sockeldichtung am Kotflügel ca. 25mm;JP Classic Line;;;;TRUE;active;101007;5710412122508;;;;;;;11.95;0.0;5.2;TRUE;;;;;;shopify;3;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/c0/6e/72/101007_01_191035503_1D4FXL8P00ey0M.jpg;1;;;FALSE;Antenne, mit schwarzem Sockel, Golf 2 &Co, OE Ref. 191035503;Angeboten wird eine neue Antenne mit schwarzem Sockel. Passend für Golf 2 &Co. Neuware in Top Zustand.;;;;1100900500;;;new;FALSE;;;;;;85291011
Thermoschalter für Kühler 3-polig Schaltpunke 95°C / 84°C + 102°C / 91°C OE Ref. 191959481C;thermoschalter-f-r-k-hler-3-polig-schaltpunke-95-c-84-c-102-c-91-c-oe-ref-191959481c;Eigenschaften: Anschlusszahl 3 Außengewinde M22 x 1,5 Farbmarkierung grau Schalttemperaturbereich 1 bis 84 ° C Schalttemperaturbereich 1 von 95 ° C Schalttemperaturbereich 2 bis 92 ° C Schalttemperaturbereich 2 von 102 ° C Schlüsselweite (metrisch) 29 mm;febi bilstein;;;;TRUE;active;101008;4027816015284;;;;;;;13.59;0.0;5.7;TRUE;;;;;;shopify;8;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/8c/5b/ee/101008_01_191959481C_1oiXuIWb61Ui7t.jpg;1;;;FALSE;Thermoschalter für Kühler 3-polig Schaltpunke 95°C / 84°C + 102°C /...;Eigenschaften: Anschlusszahl 3 Außengewinde M22 x 1,5 Farbmarkierung grau Schalttemperaturbereich 1 bis 84 ° C Schalttemperaturbereich 1 von 95 ° C Schalttemperaturbereich 2 bis 92 ° C Sc...;;;;1528;;;new;FALSE;;;;;;87089997
Fensterführung, Kurbelscheibe Oben, ohne Nut für Zierleiste Golf 1 &Co, OE Ref. 171837439D;fensterf-hrung-kurbelscheibe-oben-ohne-nut-f-r-zierleiste-golf-1-co-oe-ref-171837439d;;WERK34;;;;TRUE;active;101015;;;;;;;;29.95;0.0;17.0;TRUE;;;;;;shopify;6;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/19/3f/ee/101015_01_171837439DfdMHtCIA3nFUm.jpg;1;;;FALSE;Fensterführung, Kurbelscheibe Oben, ohne Nut für Zierleiste Golf 1 ...;;;;;837.171.439 D;;;new;FALSE;;;;;;87089997
Öldruckschalter Farbcode Braun 0,3 Bar seitlich am Zylinderkopf OE Ref.056919081C;ldruckschalter-farbcode-braun-0-3-bar-seitlich-am-zylinderkopf-oe-ref-056919081c;Öldruckschalter, Farbcode Braun, Schaltpunkt 0,3 Bar. Die Montage erfolgt seitlich am Zylinderkopf.;vewib;;;;TRUE;active;101020;;;;;;;;5.79;0.0;1.5;TRUE;;;;;;shopify;5;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/d9/23/1e/101020_01_056919081C_10wDf7GJntpD3v.jpg;1;;;FALSE;Öldruckschalter Farbcode Braun 0,3 Bar seitlich am Zylinderkopf OE ...;Angeboten wird ein neuer Öldruckschalter, Farbcode Braun, Schaltpunkt 0,3 Bar. Die Montage erfolgt seitlich am Zylinderkopf. Neuware in Top Zustand.;;;;056919081C;;;new;FALSE;;;;;;87089997
Dichtung für Alu Kühlwasserflansch seitlich am Zylinderkopf OE ref. 052121091A;dichtung-f-r-alu-k-hlwasserflansch-seitlich-am-zylinderkopf-oe-ref-052121091a;Dichtung für den Alu Kühlwasserflansch. Montage seitlich am Zylinderkopf. Ebenfalls passend für das Kühlwasserrohr vom Golf 1 mit dem 1,1 und 1,3 Liter Benziner;Elring;;;;TRUE;active;101038;4041248131947;;;;;;;2.39;0.0;0.5;TRUE;;;;;;shopify;14;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/1d/88/8a/101038_01_052121091A_1HwCyzw1pxyTMi.jpg;1;;;FALSE;Dichtung für Alu Kühlwasserflansch seitlich am Zylinderkopf OE ref....;Dichtung für den Alu Kühlwasserflansch. Montage seitlich am Zylinderkopf;;;;757.006 oder 50-92015-00;;;new;FALSE;;;;;;87089997
Kühlwasserschlauch Vorlauf zur Heizung Golf 2 &Co ab 1,6L OE Ref. 191819371E;k-hlwasserschlauch-vorlauf-zur-heizung-golf-2-co-ab-1-6l-oe-ref-191819371e;Angeboten wird ein neuer Kühlwasserschlauch. Montage im Vorlauf zur Heizung. Passend für Golf 2 &Co ab 1,6L Hubraum. Material:EPDM (Ethylen-Propylen-Dien-Kautschuk);Gates;;;;TRUE;active;101039;4063926060318;;;;;;;12.19;0.0;4.1;TRUE;;;;;;shopify;4;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/8a/6c/8c/101039_01_191819371EuINuaJi20rUvc.jpg;1;;;FALSE;Kühlwasserschlauch Vorlauf zur Heizung Golf 2 &Co ab 1,6L OE Ref. 1...;Angeboten wird ein neuer Kühlwasserschlauch. Montage im Vorlauf zur Heizung. Passend für Golf 2 &Co ab 1,6L Hubraum.;;;;5400608142457;;;new;FALSE;;;;;;87089997
Kühlwasserschlauch, Rücklauf Heizung, Golf 2 &Co, ab 1,6L, OE Ref. 191819373D;k-hlwasserschlauch-r-cklauf-heizung-golf-2-co-ab-1-6l-oe-ref-191819373d;Montage im Rücklauf von Heizung. Passend für Golf 2 &Co ab 1,6L Hubraum. Material: EPDM (Ethylen-Propylen-Dien-Kautschuk);Repro;;;;TRUE;active;101042;4046001305986;;;;;;;9.59;0.0;1.92;TRUE;;;;;;shopify;4;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/35/10/e9/101042_01_191819373D_1x4iX1LHRiK13F.jpg;1;;;FALSE;Kühlwasserschlauch, Rücklauf Heizung, Golf 2 &Co, ab 1,6L, OE Ref. ...;Montage im Rücklauf von Heizung. Passend für Golf 2 &Co ab 1,6L Hubraum.;;;;4063926038676;;;new;FALSE;;;;;;87089997
